Policy Number,Customer ID,Customer Name,Mobile Number,Email Id,Age,Gender,Marital Status,Dependents,Location,Occupation,Claims (3yrs),Claim Type,Online Activity,Service Calls,Current Insurance,Coverage,Renewal,Premium (3yrs),Recommended Insurance,Page_Visits_Health,Page_Visits_Auto,Page_Visits_Home,Page_Visits_Life,Time_Spent_Health,Time_Spent_Auto
22888,320,Laura Tran,001-324-837-9294x701,micheleyoung@example.org,48,Male,Single,0,Lake Bruce,Make,3,Natural Disaster,99,2,Auto Insurance B,Partial,2025-11-05,3182,Vision Insurance,2,8,20,12,26,102
34612,459,Joseph Keith,(442)561-8047x838,spearstimothy@example.org,21,Male,Married,0,Lindaport,Photographer,2,Accident,62,0,Auto Insurance B,Partial,2025-10-06,1809,Vision Insurance,18,5,13,7,5,86
55591,412,Justin Odom,3846503818,jonathan05@example.org,67,Female,Single,5,East Candace,Volunteer coordinator,0,Accident,61,10,Auto Insurance B,Full,2025-03-27,1710,Dental Insurance,13,11,9,1,93,68
74721,922,Tina Brown,5259712586,hgreen@example.com,27,Female,Married,4,Rodneystad,Medical technical officer,2,Accident,66,3,Auto Insurance B,Full,2024-11-14,2651,Dental Insurance,19,14,10,8,106,74
29817,824,Duane Knight,(892)636-1446x660,samantha90@example.net,23,Female,Married,2,Port Davidfort,Sales executive,2,Theft,72,9,Health Insurance C,Partial,2025-05-09,1513,Disability Insurance,2,8,10,2,17,0
48795,727,Julie Moore DDS,470-318-0209,leonard70@example.org,60,Female,Single,3,Troyton,Data scientist,3,Theft,85,1,Auto Insurance B,Partial,2025-02-13,1795,Health Insurance,15,14,19,3,83,31
83029,217,Brenda Newman,951.642.7603,codyphelps@example.org,65,Male,Married,2,South Brenda,"Editor, magazine features",0,Theft,53,10,Health Insurance C,Full,2025-07-19,1185,Hospital indemnity insurance,11,16,12,14,67,88
81573,921,Mrs. Julie Johnson MD,001-609-835-5812x30012,timothykennedy@example.com,38,Female,Married,1,North Linda,Haematologist,0,Natural Disaster,26,1,Auto Insurance B,Partial,2025-06-23,2201,Dental Insurance,11,1,12,8,15,51
57310,107,Jason Mccormick,001-537-747-2290x30707,nielsenlisa@example.com,51,Male,Married,5,Emilyborough,Sports administrator,0,Theft,98,7,Health Insurance C,Full,2025-02-11,2034,Dental Insurance,19,2,5,17,1,14
58863,629,Yvette Schroeder,001-551-508-7275x939,adelgado@example.org,59,Male,Single,2,North Ronald,"Secretary, company",2,Natural Disaster,28,6,Health Insurance C,Full,2025-07-16,3862,Critical illness Insurance,6,12,11,10,85,87
95486,408,Bobby Oliver,001-623-441-9513,ssanders@example.com,36,Male,Married,2,Lake Alexisshire,Sports therapist,3,Theft,90,6,Life Insurance D,Full,2025-07-06,1875,Hospital indemnity insurance,3,18,16,8,3,102
35439,344,Michael Collins,978-882-8603,harriselizabeth@example.net,24,Male,Single,3,Port Robertbury,Homeopath,0,Natural Disaster,7,3,Life Insurance D,Partial,2024-07-27,3899,Hospital indemnity insurance,12,9,15,18,117,109
44081,727,Emily Chapman,(269)658-4045,rodriguezryan@example.org,36,Female,Single,4,Chloeville,"Programme researcher, broadcasting/film/video",3,Natural Disaster,74,6,Home Insurance A,Partial,2025-10-26,2228,Accident Insurance,7,8,12,5,67,33
42587,763,Joseph Frey,494.748.8052,savannahthomas@example.com,18,Female,Married,2,Lake Johnfurt,Contractor,1,Theft,3,6,Health Insurance C,Partial,2025-09-02,2012,Disability Insurance,8,19,20,6,95,69
33403,925,Andrea Lyons,5606068097,coreystanley@example.net,27,Male,Single,4,Andersonton,Senior tax professional/tax inspector,2,Theft,98,9,Health Insurance C,Partial,2026-04-26,3887,Critical illness Insurance,4,7,19,20,82,27
74833,739,Brian Diaz,+1-831-340-4641x2598,debra42@example.net,61,Female,Married,1,Alexatown,Museum/gallery exhibitions officer,1,Theft,100,6,Auto Insurance B,Full,2025-03-17,4132,Hospital indemnity insurance,15,1,8,6,36,37
29815,637,Savannah Valenzuela,001-798-700-3260x2095,bcollier@example.com,63,Male,Single,0,New Annburgh,Administrator,2,Accident,86,10,Auto Insurance B,Full,2026-01-25,2491,Critical illness Insurance,7,11,14,8,9,114
70222,844,Brent Little,(846)961-2053x9002,melissa89@example.org,27,Female,Single,0,New Jeremymouth,Sub,1,Natural Disaster,97,7,Life Insurance D,Partial,2025-07-27,1911,Accident Insurance,8,3,17,14,59,94
84707,666,Mrs. Ashley Gutierrez MD,571.878.4923x685,wesley24@example.org,50,Female,Single,5,Robertland,"Buyer, retail",2,Accident,100,5,Life Insurance D,Partial,2026-06-01,3603,Life Insurance,19,5,15,16,60,77
34349,294,Robert Jones,(607)683-1187,timothy18@example.org,47,Female,Single,0,Lake Kimberly,Contractor,3,Accident,32,3,Life Insurance D,Partial,2024-08-28,3949,Vision Insurance,8,10,5,7,32,23
19806,379,Rachel Wilson,429.872.1900x2574,twhitehead@example.org,60,Male,Married,2,East Amber,Midwife,3,Accident,74,9,Home Insurance A,Partial,2026-04-04,4973,Critical illness Insurance,7,5,13,5,98,103
87302,824,Kendra Perry,(798)266-3962,obush@example.org,37,Male,Married,5,Lake Joshuastad,Site engineer,1,Accident,66,6,Auto Insurance B,Partial,2024-11-14,3399,Accident Insurance,20,15,7,19,27,75
69429,902,Anthony Guerrero,641-484-5234,drewgardner@example.net,33,Female,Married,5,Moralesstad,Theatre stage manager,1,Theft,10,1,Home Insurance A,Partial,2024-08-16,2480,Life Insurance,5,16,18,10,91,96
55973,790,Teresa Holden,(430)434-2708,vanessa08@example.org,22,Female,Married,4,West Lisaview,Petroleum engineer,2,Theft,27,3,Life Insurance D,Full,2024-10-09,2870,Hospital indemnity insurance,10,14,14,4,3,36
41057,151,Jacob Jenkins,977-690-6210x29016,patriciaklein@example.com,40,Male,Single,3,Lake James,"Editor, commissioning",0,Accident,40,0,Health Insurance C,Partial,2025-05-02,3519,Life Insurance,19,4,13,14,19,69
57557,305,Randy Cummings,(744)899-3844x18799,valeriewhite@example.net,19,Male,Married,5,Robinsonburgh,Product/process development scientist,3,Natural Disaster,16,9,Health Insurance C,Full,2025-01-07,1977,Accident Insurance,15,20,5,17,96,47
23661,135,Stephanie Medina,001-877-513-0815x223,jenniferwillis@example.org,47,Male,Married,4,Johnville,Psychiatrist,1,Accident,40,6,Life Insurance D,Full,2025-07-01,3948,Vision Insurance,15,10,13,1,83,60
32588,555,Austin Young,3139025614,raymondpaula@example.net,70,Female,Single,2,Matthewland,"Scientist, biomedical",2,Natural Disaster,65,0,Health Insurance C,Full,2025-09-18,1566,Critical illness Insurance,20,10,4,9,55,19
45960,338,David Ferrell,(871)378-0324x890,whitejames@example.org,38,Female,Married,1,Ortizport,"Nurse, children's",2,Theft,24,3,Home Insurance A,Partial,2026-05-04,2929,Accident Insurance,17,20,7,1,78,77
47456,386,Evan Shepherd,+1-650-990-9735x0416,bfields@example.net,18,Male,Single,3,Port Paulaville,Event organiser,2,Theft,68,0,Health Insurance C,Full,2024-08-24,1389,Disability Insurance,1,12,8,12,9,118
85243,835,Bianca Jarvis,797.525.6187x9077,jenniferreed@example.com,36,Female,Single,0,North Destinytown,Statistician,3,Accident,57,7,Home Insurance A,Full,2026-03-10,4391,Disability Insurance,18,7,5,13,58,71
44767,745,Wendy Harris,+1-758-778-7675x131,kaylaporter@example.net,28,Female,Single,2,Gomezland,Cartographer,1,Theft,41,10,Health Insurance C,Partial,2025-06-08,1183,Hospital indemnity insurance,17,1,15,4,19,88
96573,555,Robert Doyle,001-821-852-9865x3639,stantonjacob@example.net,59,Female,Married,2,Munozchester,Housing manager/officer,0,Accident,26,1,Health Insurance C,Partial,2026-03-09,2827,Accident Insurance,13,14,15,13,30,120
55514,393,John Elliott,(459)516-0464x36629,rebecca53@example.com,39,Female,Married,2,Oliviastad,Pension scheme manager,0,Accident,26,7,Home Insurance A,Partial,2026-02-14,2508,Vision Insurance,20,18,11,20,120,5
86831,772,Megan Golden,+1-534-755-9742,zrose@example.net,55,Male,Single,4,New Dawn,Hydrologist,0,Theft,21,10,Life Insurance D,Partial,2024-10-16,2510,Health Insurance,4,2,7,10,60,45
72502,572,Sarah Benson,(953)957-4530,jessica54@example.org,29,Female,Single,5,Carlmouth,Audiological scientist,1,Accident,75,8,Health Insurance C,Full,2025-01-07,4546,Critical illness Insurance,3,17,20,20,22,55
25591,649,Donna Smith,(512)806-6584,lindanorman@example.net,66,Male,Married,5,Nicholasmouth,"Solicitor, Scotland",0,Accident,61,8,Home Insurance A,Full,2024-07-08,2423,Life Insurance,11,17,4,7,95,58
81698,872,Eric Black,986.656.8614x061,dunlapamanda@example.com,25,Female,Married,0,Ashleyhaven,Quantity surveyor,2,Accident,81,10,Life Insurance D,Full,2025-06-03,4771,Disability Insurance,19,0,12,11,16,86
30908,549,Michael Figueroa,4679936428,shaun41@example.org,54,Female,Married,3,New Lindsey,Ergonomist,2,Natural Disaster,2,3,Life Insurance D,Full,2025-01-09,1587,Health Insurance,1,0,15,19,14,20
90453,666,Katie Coleman,(537)785-0352,marknorman@example.net,37,Female,Single,3,Port Luisfort,"Surveyor, commercial/residential",0,Natural Disaster,61,5,Home Insurance A,Partial,2026-04-06,4313,Dental Insurance,12,5,3,17,89,45
68559,203,Robin Green,(297)378-9648,williamssarah@example.com,36,Male,Single,3,Lake Jeremy,Actuary,0,Theft,35,1,Home Insurance A,Partial,2025-01-21,2344,Critical illness Insurance,19,8,0,9,51,3
34556,783,Mark Mitchell,7178404723,mariah01@example.com,25,Male,Single,1,Jimenezfurt,"Engineer, drilling",2,Accident,48,2,Auto Insurance B,Full,2024-07-12,1554,Disability Insurance,13,5,10,13,92,46
34915,260,Stephanie Wilson,274-291-1611x65920,carlcarr@example.org,19,Female,Single,5,Jaredbury,"Surveyor, hydrographic",3,Accident,71,10,Health Insurance C,Full,2026-04-08,3797,Vision Insurance,0,11,15,3,46,32
96381,972,Caitlin Richard,(269)944-7738x0678,cmarquez@example.net,56,Male,Single,4,South Heathertown,"Engineer, production",3,Natural Disaster,34,10,Life Insurance D,Partial,2026-01-30,3575,Accident Insurance,10,20,7,11,116,103
26964,273,Derek Foster,001-656-777-9509,jenniferrusso@example.com,21,Female,Married,2,Petersonhaven,Geophysicist/field seismologist,0,Theft,22,4,Auto Insurance B,Partial,2025-03-11,4775,Vision Insurance,5,8,1,6,93,8
37694,378,Michael Silva,4689761438,vwallace@example.net,67,Male,Married,1,West Matthewhaven,Surgeon,3,Accident,26,2,Auto Insurance B,Full,2026-04-30,1614,Dental Insurance,6,9,0,17,51,18
95875,335,Jason Johnson,(974)866-8839x466,wbanks@example.org,65,Female,Married,5,West Andrea,"Surveyor, land/geomatics",2,Natural Disaster,57,3,Health Insurance C,Full,2025-10-20,4794,Hospital indemnity insurance,3,1,1,17,71,106
79117,633,Travis Quinn,849-531-6780,richardcannon@example.org,61,Male,Married,3,North Edgarmouth,Hospital pharmacist,1,Accident,57,5,Health Insurance C,Full,2024-07-19,1870,Health Insurance,5,10,11,4,24,82
47810,810,Luis Martinez,6922783460,millerthomas@example.com,21,Male,Single,1,New Williammouth,Financial risk analyst,3,Natural Disaster,4,6,Home Insurance A,Full,2025-06-11,1986,Health Insurance,3,16,16,7,72,114
34314,357,Kathy Miller,874.408.7404,lauramartin@example.com,35,Female,Single,1,North Miguelstad,"Merchandiser, retail",0,Theft,73,8,Health Insurance C,Partial,2026-05-19,4048,Vision Insurance,12,12,19,12,108,16
39266,194,Mrs. Cassandra Ho,557-520-0321x394,zgarcia@example.net,63,Male,Married,3,Reedfurt,"Designer, jewellery",2,Accident,18,3,Life Insurance D,Partial,2025-09-30,2746,Health Insurance,16,10,4,12,7,85
83060,482,Amber Ruiz,799-234-4893x2774,lorimccoy@example.net,34,Male,Single,1,West Ashleyport,Arts development officer,3,Accident,18,5,Auto Insurance B,Partial,2025-10-22,3279,Critical illness Insurance,2,19,17,0,21,59
33486,579,Kristen Lawson,628.372.7173,robertsoncasey@example.net,59,Male,Married,1,Harrisonbury,"Scientist, biomedical",3,Theft,47,2,Auto Insurance B,Partial,2026-05-23,4331,Disability Insurance,5,2,18,10,17,24
72726,996,Jacqueline Donovan,(351)565-6914x757,adrianblanchard@example.net,26,Female,Married,4,Danielmouth,"Psychologist, counselling",1,Accident,13,6,Home Insurance A,Full,2024-09-30,2363,Disability Insurance,18,7,8,11,117,28
16514,876,Margaret Brown,916-927-3827x8168,angelica82@example.net,36,Female,Married,3,North Patrick,"Teacher, adult education",3,Natural Disaster,57,5,Life Insurance D,Partial,2025-09-12,3110,Hospital indemnity insurance,3,11,3,8,94,65
10978,548,Maria Dillon,+1-228-326-6714,alice97@example.net,59,Female,Married,4,Port Luis,Emergency planning/management officer,3,Accident,50,6,Health Insurance C,Full,2026-07-01,3210,Hospital indemnity insurance,8,10,7,16,120,110
43365,329,Thomas Kennedy,309.993.1470x67210,matthew10@example.com,29,Male,Single,1,Paulton,"Engineer, maintenance",2,Natural Disaster,100,5,Auto Insurance B,Full,2024-07-24,3717,Accident Insurance,16,20,20,8,81,53
52835,347,Jesse Young,9754202454,michaelayala@example.net,43,Female,Married,5,Wilkinsonstad,Heritage manager,0,Natural Disaster,18,6,Home Insurance A,Partial,2024-11-13,1900,Health Insurance,0,2,15,18,51,113
66486,456,Jamie Mcbride,(980)508-6437x7126,vburton@example.net,60,Female,Married,1,West Alexander,Forensic scientist,0,Accident,0,10,Home Insurance A,Full,2024-10-10,2129,Hospital indemnity insurance,13,15,11,14,57,9
89611,285,Judy Sherman,+1-311-248-2828x7853,navarroallison@example.org,50,Female,Single,5,Mathisland,IT technical support officer,3,Theft,61,7,Life Insurance D,Full,2025-08-15,1140,Disability Insurance,16,16,8,3,45,34
35134,308,Cheryl Arnold,(293)675-3726,eclark@example.net,63,Female,Single,0,Port Toni,Contractor,1,Accident,9,10,Life Insurance D,Full,2025-06-19,1672,Vision Insurance,1,12,10,13,94,88
98688,273,Tamara Mitchell,+1-671-430-5950x1451,cmartinez@example.org,45,Female,Married,4,Ryanfurt,"Engineer, communications",2,Theft,6,0,Life Insurance D,Partial,2025-10-14,3338,Hospital indemnity insurance,2,2,9,3,38,97
18817,414,Jennifer Morgan,001-339-433-3676,mike62@example.com,24,Male,Single,3,North Albertshire,"Engineer, manufacturing systems",1,Accident,30,2,Health Insurance C,Full,2025-07-10,4335,Hospital indemnity insurance,20,19,19,10,37,107
79450,244,Stephanie Taylor,001-672-202-6734x180,robert95@example.net,69,Female,Married,2,New Tiffanytown,Adult guidance worker,1,Accident,32,6,Health Insurance C,Partial,2025-10-10,3693,Critical illness Insurance,4,13,20,15,53,99
99182,559,Jennifer Goodwin,(603)923-6041x4590,tamiwood@example.net,18,Female,Single,5,Kathleenmouth,Fisheries officer,2,Natural Disaster,55,4,Life Insurance D,Partial,2025-07-19,2905,Health Insurance,7,18,12,19,34,110
78879,600,Jeremiah Hunter,(481)392-8511x46596,paul95@example.net,70,Female,Married,2,Susanmouth,Teaching laboratory technician,3,Theft,20,0,Life Insurance D,Partial,2025-10-21,1259,Hospital indemnity insurance,11,18,5,2,8,88
63062,770,Sarah Dunn,(639)669-3589,james92@example.com,39,Female,Single,5,Lake Tommy,Financial trader,0,Accident,24,1,Home Insurance A,Partial,2025-07-27,2746,Critical illness Insurance,2,10,13,7,103,30
47929,646,John Mahoney,001-282-723-1037x03024,sheenajohnson@example.net,38,Male,Married,2,Martinezburgh,Solicitor,1,Accident,65,5,Life Insurance D,Partial,2025-11-15,1123,Accident Insurance,18,4,15,3,23,68
52408,804,Laura Stephens,+1-283-352-7887x81272,donna24@example.com,36,Male,Married,3,East Jennifershire,Drilling engineer,1,Accident,17,5,Life Insurance D,Partial,2025-06-27,4035,Dental Insurance,11,8,20,14,29,73
35283,128,James Stewart,+1-686-811-2549x86727,perezpeggy@example.org,30,Female,Married,3,South Robinborough,Illustrator,1,Accident,93,4,Auto Insurance B,Full,2025-11-17,4977,Vision Insurance,12,18,15,9,107,2
97510,166,Victoria Hensley,935-953-3683x23840,williamsdebra@example.net,24,Male,Single,1,East Elizabethhaven,"Surveyor, hydrographic",2,Accident,48,1,Health Insurance C,Full,2024-07-13,4803,Dental Insurance,1,15,2,2,36,71
22509,344,Kenneth Alvarado,(662)534-2406x983,williamsjustin@example.net,55,Male,Single,5,Jacobtown,Science writer,2,Accident,94,3,Home Insurance A,Full,2024-12-03,3501,Health Insurance,5,18,11,18,1,94
88034,441,Eric Mcbride,958-547-4118,angela92@example.net,68,Female,Married,1,Cynthiaborough,Geophysicist/field seismologist,0,Theft,47,3,Health Insurance C,Partial,2025-07-11,4452,Health Insurance,17,6,18,18,74,105
64293,904,Lori Henry,(238)440-7713x414,mjordan@example.net,47,Female,Married,0,New Edwin,Drilling engineer,0,Natural Disaster,76,2,Home Insurance A,Full,2026-01-24,1552,Critical illness Insurance,1,0,3,2,103,19
43485,360,Matthew Riley,+1-988-356-1071x405,larryhernandez@example.com,30,Female,Single,2,West Bethanyland,Quality manager,3,Natural Disaster,11,4,Health Insurance C,Full,2025-04-18,4237,Hospital indemnity insurance,10,13,2,9,95,41
78695,457,Kelli Sanchez,640.255.6711,ireyes@example.net,69,Female,Married,0,Jerrychester,"Production assistant, radio",1,Accident,42,7,Home Insurance A,Full,2026-06-24,2791,Hospital indemnity insurance,14,12,11,10,41,94
69257,692,Jeanette White,4666538132,kenneth18@example.org,58,Female,Married,0,Priceton,"Production assistant, television",3,Accident,83,0,Health Insurance C,Partial,2024-08-03,3504,Disability Insurance,14,11,18,20,95,0
89461,812,Amanda Smith,+1-744-642-9793x141,kaylahernandez@example.com,58,Female,Married,4,Robertton,Stage manager,3,Natural Disaster,46,1,Life Insurance D,Partial,2024-10-18,1194,Accident Insurance,11,10,1,4,86,45
39104,221,Angel Williams,+1-781-934-7194,cjenkins@example.org,38,Female,Single,3,New Davidmouth,"Engineer, maintenance (IT)",0,Accident,6,0,Auto Insurance B,Partial,2024-11-13,4979,Disability Insurance,13,4,16,17,109,62
72472,479,Sara May,(932)850-9263,waltersjason@example.net,43,Male,Single,3,Harrisside,Fashion designer,3,Theft,80,4,Health Insurance C,Partial,2026-04-24,4161,Life Insurance,15,7,14,16,25,41
68080,144,Elizabeth Robinson,001-797-850-9097x56355,daniellecollier@example.org,21,Male,Married,0,East Aaron,Minerals surveyor,1,Accident,27,10,Auto Insurance B,Partial,2024-09-21,2076,Critical illness Insurance,12,0,13,18,60,20
47956,458,Sheila Bright,259-893-8666x4647,colemandustin@example.net,52,Male,Married,5,East Sharon,Human resources officer,1,Theft,51,4,Life Insurance D,Full,2026-02-13,2823,Health Insurance,18,15,0,17,107,36
30270,417,Alexander Cantu,9764882242,dbrown@example.com,65,Female,Married,4,Youngbury,"Programmer, applications",0,Natural Disaster,1,7,Health Insurance C,Partial,2025-11-07,4309,Dental Insurance,4,15,9,18,12,83
72646,989,Katherine Deleon,238.685.9241,mramirez@example.org,25,Female,Married,1,East Suestad,Make,3,Accident,76,10,Auto Insurance B,Partial,2025-01-17,3367,Disability Insurance,8,7,6,20,102,16
25828,744,April Williams,558.927.5677x326,beverlycooper@example.net,61,Female,Married,1,Nathanielborough,Operations geologist,0,Natural Disaster,51,4,Health Insurance C,Full,2025-01-21,1700,Life Insurance,7,7,19,8,113,100
96114,128,Debra Jones,5814060317,nataliechoi@example.com,70,Male,Married,0,Port Josephchester,"Education officer, community",3,Accident,81,8,Auto Insurance B,Full,2025-03-17,3848,Hospital indemnity insurance,13,1,1,4,38,59
35598,678,Gina Jimenez,001-984-683-6055x768,tamara78@example.net,69,Male,Single,2,Kevinberg,Curator,1,Natural Disaster,60,1,Home Insurance A,Partial,2024-10-07,4262,Accident Insurance,16,2,4,18,109,96
40495,363,Joseph Gordon,+1-849-250-0600x12781,richardjulian@example.org,69,Male,Married,3,South Anthonystad,Advertising art director,1,Theft,88,3,Home Insurance A,Full,2025-09-12,4320,Critical illness Insurance,18,13,13,4,98,67
91526,224,Linda Mueller,276.752.5729,hfernandez@example.org,67,Female,Single,5,Roblesside,Tax adviser,1,Natural Disaster,1,10,Home Insurance A,Partial,2025-07-19,3449,Health Insurance,19,3,14,2,94,120
47451,389,David Goodman,+1-336-470-2420x5657,dcooper@example.org,61,Male,Single,4,Port Kellyberg,Clinical biochemist,3,Natural Disaster,87,2,Auto Insurance B,Partial,2025-08-21,4241,Life Insurance,18,4,5,6,94,29
61571,212,John Fields,7463740355,susangray@example.net,59,Female,Married,0,New Jameshaven,"Administrator, sports",3,Theft,44,3,Life Insurance D,Full,2025-11-24,3216,Accident Insurance,12,11,19,18,15,1
33406,549,Kimberly Thomas,847.221.6822x613,allisonjohnston@example.com,67,Male,Single,3,West Amber,Professor Emeritus,2,Theft,76,5,Life Insurance D,Partial,2025-03-07,3326,Life Insurance,15,1,12,6,108,116
10866,571,John Gibson,+1-833-339-1013x099,josephbarnett@example.org,35,Female,Single,4,Adkinsshire,Advertising copywriter,2,Natural Disaster,80,6,Life Insurance D,Partial,2025-06-24,3855,Hospital indemnity insurance,14,1,8,1,108,93
26293,524,Mary Woodard,439-397-6172x25752,mark82@example.com,66,Female,Married,5,East Christophermouth,Building surveyor,3,Theft,19,8,Health Insurance C,Partial,2026-06-22,3299,Critical illness Insurance,8,14,2,7,68,36
20227,393,Robert Oliver,001-522-468-9738x43413,umccullough@example.net,65,Female,Single,4,New Patricia,Insurance underwriter,2,Accident,46,6,Life Insurance D,Full,2026-01-01,2181,Life Insurance,6,16,6,19,67,10
40082,184,Ana Keller,721.330.7957,angelascott@example.com,70,Female,Single,2,Whitetown,Primary school teacher,0,Theft,27,1,Health Insurance C,Full,2024-12-30,1111,Vision Insurance,8,7,17,14,113,92
23457,248,Elizabeth Decker,271.434.7361,vaughansarah@example.org,37,Female,Married,0,Tapiaport,"Teacher, adult education",2,Accident,44,8,Auto Insurance B,Partial,2024-08-09,2415,Life Insurance,19,2,3,7,120,71
38289,330,Alexis Marquez,6173067073,lynntheresa@example.net,67,Male,Single,2,Angelamouth,"Clinical scientist, histocompatibility and immunogenetics",2,Theft,29,8,Auto Insurance B,Partial,2026-06-06,1125,Dental Insurance,18,9,14,1,105,104
50190,790,Brendan Torres,623-389-3585x7304,james93@example.com,20,Female,Married,5,Lambchester,Transport planner,1,Theft,18,1,Home Insurance A,Full,2024-12-09,2273,Vision Insurance,3,19,19,17,116,90
93505,381,Madeline Todd,001-233-788-1440x3653,alexandercassie@example.com,49,Female,Married,1,South Brian,Barista,2,Accident,68,4,Health Insurance C,Partial,2024-11-12,3340,Disability Insurance,4,11,6,5,29,6
14786,868,Melissa Collins,8802160836,lisagallegos@example.net,68,Female,Married,1,Lake Cindybury,"Therapist, speech and language",1,Natural Disaster,14,9,Life Insurance D,Partial,2024-07-09,1140,Critical illness Insurance,16,12,1,4,118,79
68433,752,Lisa Bowers,001-601-650-6065,evaughn@example.net,61,Male,Single,1,Ericshire,Medical physicist,1,Natural Disaster,78,0,Life Insurance D,Full,2024-08-28,1458,Health Insurance,16,17,10,11,29,102
83724,904,Benjamin Brown,(789)256-3067x956,brookswendy@example.net,36,Male,Single,5,Gonzaleshaven,"Accountant, chartered public finance",1,Theft,60,9,Home Insurance A,Full,2025-11-27,2669,Disability Insurance,13,0,14,16,84,17
25499,853,Yesenia Smith,+1-377-363-5684x3842,carrpaige@example.org,61,Female,Married,4,New Alexander,"Pharmacist, community",1,Natural Disaster,54,3,Auto Insurance B,Partial,2026-01-16,1683,Dental Insurance,4,1,19,12,74,40
41345,656,Mary Thomas,2852785290,boothjerry@example.com,36,Female,Single,5,Ashleyport,Mental health nurse,0,Theft,57,1,Health Insurance C,Full,2025-12-02,1263,Disability Insurance,17,1,3,5,25,100
12236,269,Terry Harris,4604744367,bryan@example.net,36,Female,Single,0,Glennton,"Engineer, electronics",2,Natural Disaster,38,2,Home Insurance A,Partial,2025-11-20,2317,Vision Insurance,19,6,1,7,61,89
49774,391,Sheryl Adams,+1-694-787-7987x1777,cardenaschristopher@example.com,64,Male,Single,4,Cobbport,Paramedic,0,Accident,2,7,Auto Insurance B,Partial,2025-12-01,4943,Dental Insurance,11,16,7,1,91,68
52851,633,Angela Bates,748-445-5002x229,kathrynsmith@example.com,25,Female,Single,4,Chadton,"Designer, blown glass/stained glass",0,Accident,0,8,Home Insurance A,Full,2026-02-20,3375,Health Insurance,7,12,1,1,72,33
83402,896,Nicholas Cox,(352)878-4826x5964,dyeradrian@example.com,68,Male,Single,2,Lake Patrick,Television camera operator,3,Theft,63,4,Life Insurance D,Partial,2026-06-29,3081,Life Insurance,11,12,18,9,76,56
41554,593,Jessica Pierce,(552)620-1083,banksnicolas@example.net,64,Male,Single,0,West Anthony,Estate manager/land agent,3,Natural Disaster,45,8,Life Insurance D,Full,2026-05-21,3626,Hospital indemnity insurance,13,14,0,6,102,19
18584,467,Anthony Brown,(692)993-5526x4260,michael06@example.com,43,Male,Married,5,Port Ronniefort,Garment/textile technologist,2,Natural Disaster,88,5,Health Insurance C,Full,2025-03-22,1385,Life Insurance,9,8,9,14,18,29
85370,624,Joseph Tran,+1-393-502-2162x776,matthewsjonathan@example.com,52,Female,Married,0,Ayersfort,Educational psychologist,1,Theft,45,4,Home Insurance A,Partial,2025-05-26,2318,Health Insurance,7,16,18,14,82,73
82232,247,Gregory King,889.269.4162,randall87@example.com,70,Male,Single,2,Curtiston,"Geologist, wellsite",1,Accident,2,4,Life Insurance D,Full,2026-02-11,1033,Life Insurance,12,0,20,2,41,63
29726,480,Gina Brooks,329-813-5922x729,teresa67@example.com,22,Male,Single,2,West Gabriel,English as a second language teacher,0,Theft,68,3,Health Insurance C,Full,2026-04-04,4822,Critical illness Insurance,17,13,6,19,109,108
38451,962,Jonathan Payne,(848)435-6837,brandon35@example.org,30,Female,Single,0,Murphyfurt,Information systems manager,3,Accident,74,0,Home Insurance A,Full,2024-10-18,4197,Critical illness Insurance,13,20,9,8,33,24
31580,479,Ashley Barry,689.283.8600x1902,bprice@example.net,62,Female,Single,5,Dustinchester,Editorial assistant,2,Accident,49,3,Home Insurance A,Partial,2024-10-11,2499,Dental Insurance,6,2,0,19,119,89
41050,675,Pamela Gates,(459)977-7521x0116,ytaylor@example.net,49,Male,Single,2,Stephaniebury,Conference centre manager,0,Theft,63,10,Home Insurance A,Full,2025-08-08,4178,Critical illness Insurance,17,13,7,18,93,77
48095,979,Timothy Jones,001-618-797-9998,welchspencer@example.net,47,Male,Married,1,New Virginiaton,"Psychologist, prison and probation services",2,Accident,81,1,Auto Insurance B,Partial,2026-01-13,4131,Accident Insurance,13,1,5,12,99,94
60160,831,Antonio Cole,5704393196,johnsonmelissa@example.com,36,Female,Married,1,West Megantown,Planning and development surveyor,0,Accident,78,1,Home Insurance A,Full,2026-04-20,1224,Dental Insurance,15,4,19,6,91,36
91602,433,Tony Mccoy,4006867946,yguzman@example.org,26,Female,Married,2,Burchhaven,Building services engineer,2,Theft,92,5,Auto Insurance B,Partial,2025-11-30,1594,Life Insurance,14,14,13,4,74,95
15474,661,Christine Lopez,312.327.7690x95362,ocarlson@example.net,51,Female,Married,1,Samueltown,Information officer,3,Natural Disaster,55,6,Home Insurance A,Full,2026-04-15,3312,Critical illness Insurance,4,9,20,14,42,7
57472,869,Gerald Porter,+1-527-802-1991x6797,holmesamanda@example.org,54,Female,Single,5,New Kyle,Sports therapist,3,Accident,16,7,Health Insurance C,Full,2025-04-01,1410,Health Insurance,3,11,17,19,53,103
66020,668,Kyle Chaney,978.465.1348,miguel82@example.net,36,Female,Single,2,Brandyborough,"Engineer, technical sales",1,Theft,59,6,Life Insurance D,Partial,2026-01-30,4804,Dental Insurance,11,0,15,17,26,88
